gene	PHC
GB44100	0.01
GB53748	0.47
GB53125	0.26
GB42373	0.36
GB52205	0.04
GB52384	0.17
GB52408	0.06
GB54068	0.0
GB52886	0.0
GB40276	0.21
GB44385	0.66
GB48851	0.36
GB52887	0.06
GB43268	0.0
GB44001	0.04
GB51774	0.21
GB48287	0.0
GB45745	0.0
GB48184	0.0
GB50868	0.05
GB46637	0.2
GB41096	0.05
GB42132	0.0
GB53279	0.35
GB53903	0.0
GB47912	0.12
GB53620	0.1
GB52859	0.0
GB54629	0.0
GB43274	0.14
GB54824	0.0
GB51594	0.48
GB49252	0.0
GB55342	0.0
GB46163	0.6
GB50263	0.04
GB41587	0.13
GB54665	0.21
GB40045	0.0
GB46198	0.3
GB43322	0.14
GB42003	0.0
GB54620	0.0
GB40210	0.04
GB52267	0.07
GB52863	0.81
GB48041	0.0
GB40959	0.42
GB41594	0.0
GB51378	0.0
GB48073	0.11
GB53884	0.11
GB55851	0.23
GB40173	0.0
GB45781	0.0
GB42602	0.08
GB48212	0.56
GB49035	0.11
GB43072	0.4
GB42121	0.0
GB49815	0.01
GB41578	0.02
GB56037	0.0
GB44324	0.0
GB55924	0.01
GB44234	0.0
GB53511,GB45482,GB46350	0.146666667
GB52860	0.0
GB50326	0.0
GB46841	0.0
GB49547	0.15
GB40571	0.0
GB42122	0.0
GB43764	0.0
GB50502	0.0
GB40036	0.0
GB53498,GB53498	0.0
GB40040	0.0
GB45079	0.02
GB41535	0.0
GB46103	0.03
GB45954	0.01
GB46110	0.23
GB40111	0.35
GB50710	0.0
GB43547	0.33
GB44274	0.13
GB40125	0.36
GB50058	0.01
GB43050	0.0
GB53370	0.02
GB40178	0.0
GB41022,GB41023,GB43647,GB43765	0.0075
GB46527,GB46527	0.13
GB52970	0.0
GB42345	0.0
GB42684	0.43
GB51294	0.04
GB53559	0.09
GB51184	0.14
GB41812	0.37
GB46993	0.93
GB46417	0.22
GB41380	0.0
GB44105	0.27
GB52549	0.09
GB47484	0.01
GB43994	0.0
GB48902	0.0
GB42123,GB46990	0.0
GB55726	0.24
GB43299	0.04
GB46518	0.31
GB47090	0.01
GB43535	0.32
GB52317	0.01
GB50227	0.23
GB55064	0.17
GB41637	0.37
GB52571	0.09
