gene	WGA
GB44100	0.73
GB53748	0.89
GB53125	0.9
GB42373	0.79
GB52205	0.75
GB52384	0.85
GB52408	0.87
GB54068	0.09
GB52886	0.09
GB40276	0.2
GB44385	0.86
GB48851	0.75
GB52887	0.29
GB43268	0.09
GB44001	0.62
GB51774	0.53
GB48287	0.09
GB45745	0.09
GB48184	0.09
GB50868	0.21
GB46637	0.6
GB41096	0.55
GB42132	0.09
GB53279	0.78
GB53903	0.09
GB47912	0.12
GB53620	0.73
GB52859	0.11
GB54629	0.09
GB43274	0.58
GB54824	0.09
GB51594	0.83
GB49252	0.11
GB55342	0.09
GB46163	0.83
GB50263	0.76
GB41587	0.17
GB54665	0.84
GB40045	0.09
GB46198	0.73
GB43322	0.14
GB42003	0.09
GB54620	0.09
GB40210	0.69
GB52267	0.33
GB52863	0.93
GB48041	0.09
GB40959	0.76
GB41594	0.09
GB51378	0.09
GB48073	0.83
GB53884	0.13
GB55851	0.48
GB40173	0.09
GB45781	0.09
GB42602	0.23
GB48212	0.91
GB49035	0.4
GB43072	0.78
GB42121	0.09
GB49815	0.13
GB41578	0.82
GB56037	0.09
GB44324	0.09
GB55924	0.69
GB44234	0.09
GB53511,GB45482,GB46350	0.6266666670000001
GB52860	0.09
GB50326	0.1
GB46841	0.09
GB49547	0.6
GB40571	0.09
GB42122	0.09
GB43764	0.09
GB50502	0.09
GB40036	0.09
GB53498,GB53498	0.56
GB40040	0.09
GB45079	0.66
GB41535	0.09
GB46103	0.11
GB45954	0.57
GB46110	0.71
GB40111	0.64
GB50710	0.09
GB43547	0.63
GB44274	0.65
GB40125	0.76
GB50058	0.65
GB43050	0.09
GB53370	0.56
GB40178	0.09
GB41022,GB41023,GB43647,GB43765	0.605
GB46527,GB46527	0.31
GB52970	0.09
GB42345	0.09
GB42684	0.89
GB51294	0.53
GB53559	0.29
GB51184	0.76
GB41812	0.75
GB46993	0.97
GB46417	0.66
GB41380	0.09
GB44105	0.53
GB52549	0.38
GB47484	0.68
GB43994	0.09
GB48902	0.09
GB42123,GB46990	0.09
GB55726	0.73
GB43299	0.59
GB46518	0.63
GB47090	0.35
GB43535	0.7
GB52317	0.33
GB50227	0.53
GB55064	0.34
GB41637	0.87
GB52571	0.63
